URI,Citation URI,Item Label,Project Label,Project URI,Context (1),Context (2),Context (3),Context URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Item Category,Published Date,Updated Date,Consists of,Principle Author / Analyst,Donor Institution/sample Source,Dataset Type,Compositional Group,Sample Source Person,Year,Vessel Part Sampled,Photograph No. - Located In Photographs Folder.,Artefact Type,Museum No.,Group (icp),ICP - Ba,ICP - Ca,ICP - Ce,ICP - Cu,ICP - Fe,ICP - Ga,ICP - Hf,ICP - K,ICP - La,ICP - Li,ICP - Mg,ICP - Na,ICP - Ni,ICP - Sc,ICP - Sr,ICP - Ti,ICP - V,ICP - Yb,ICP - Zn,Sample Weight (g)
"http://opencontext.org/subjects/3E3AB227-AF54-4A6F-9B08-81B982A536F6","http://n2t.net/ark:/28722/k2s75bw96","UNE 787","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-10T23:46:38Z","ceramic","Peter Grave","Western Australian Maritime Museum","A Ship","4","Jeremy Green","1629","body","UNE 787","sherd body","BAT 2027","4","297.3","3476.5","101.92","76.04","33529.46","13.89","4.99","10227.83","52.32","37.71","14499.83","1887.53","48.48","16.65","45.35","5844.79","98.63","3.48","427.75",""
"http://opencontext.org/subjects/021977AA-BC83-4FA3-4535-6071DE4F6CCE","http://n2t.net/ark:/28722/k2bc3t13g","UNE 796","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-11T02:56:45Z","ceramic","Peter Grave","Western Australian Maritime Museum","A Ship","4","Jeremy Green","1629","body","UNE 796","sherd body","BAT 2678","4","317.57","9900.25","65.01","31.93","28752.31","14.25","4.74","9477.13","44.26","36.34","20571.89","1997.84","37.8","14.89","173.02","5203.94","83.34","3.14","119.19",""
"http://opencontext.org/subjects/E0A812C2-D599-4AA3-DE9F-10AEC0C1D374","http://n2t.net/ark:/28722/k22v2cd6f","UNE 800","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-11T20:37:06Z","ceramic","Peter Grave","Western Australian Maritime Museum","A Ship","4","Jeremy Green","1629","body","UNE 800","sherd body","BAT 608A","4","318.04","3432.62","75.33","51.33","34448.69","15.34","5.77","10854.38","51.7","40.61","5533.34","1975.13","45.99","16.95","46.25","6168.98","84.82","3.36","422.88",""
"http://opencontext.org/subjects/7C2E79B4-2DC2-4012-5781-E9BA0357F461","http://n2t.net/ark:/28722/k2kw57n3m","UNE 789","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-13T07:54:34Z","ceramic","Peter Grave","Western Australian Maritime Museum","A Ship","4","Jeremy Green","1629","body","UNE 789","sherd body","BAT 500","4","321.6","9241.34","68.22","32.36","29750.33","12.4","5.06","11459.15","45.16","41.99","11470.28","2076.05","40.78","15.25","145.25","5415.63","90.4","3.17","74.7",""
"http://opencontext.org/subjects/186A9086-B765-44AC-54EE-7096C7B4D07E","http://n2t.net/ark:/28722/k24j0g82q","UNE 799","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-11T18:04:31Z","ceramic","Peter Grave","Western Australian Maritime Museum","A Ship","4","Jeremy Green","1629","body","UNE 799","sherd body","BAT 608","4","378.18","5111.25","67.56","34.34","30125.2","12.5","6.27","12744.4","50.33","44.92","8912.69","2445.21","38.86","15.58","63.77","5446.41","91.45","3.29","76.38",""
"http://opencontext.org/subjects/59D507F7-947F-44D3-B6CA-F5F625EB712B","http://n2t.net/ark:/28722/k2x062q3z","UNE 785","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-11T19:05:00Z","ceramic","Peter Grave","Western Australian Maritime Museum","A Ship","4","Jeremy Green","1629","body","UNE 785","sherd body","1463 Gt","4","370.32","4728.36","74.32","35.06","31454.01","12.21","5.51","13005.34","53.05","45.22","6074.4","2544.77","40.23","16.19","59.36","5646.08","93.83","3.35","76.58",""
"http://opencontext.org/subjects/9F713E2E-DC29-4756-8CA1-9B84BC37EFE7","http://n2t.net/ark:/28722/k2jd4v13g","UNE 945","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Lina Shoal (Reef) junk","","http://opencontext.org/subjects/2883F5AD-9FA2-49F2-E640-68AC5D08EB8B","12.452669","119.767456","1500","1500","Pottery","2013-03-07T00:00:00Z","2017-02-11T19:59:56Z","ceramic","Peter Grave","World Wide First, Paris","A Ship","3","Frank Goddio","c. 1500","","UNE 945","sherd","none","3","163.15","1241.97","61.75","14.69","18100.87","56.9","5.83","8529.84","22.4","31.05","16409.42","2747.06","32.11","12.44","30.95","7333.79","86.89","2.7","75.45",""
"http://opencontext.org/subjects/BDE3320E-5784-4BFA-3B8F-D81E5F161903","http://n2t.net/ark:/28722/k2rb6w55k","UNE 943","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Lina Shoal (Reef) junk","","http://opencontext.org/subjects/2883F5AD-9FA2-49F2-E640-68AC5D08EB8B","12.452669","119.767456","1500","1500","Pottery","2013-03-07T00:00:00Z","2017-02-13T21:12:24Z","ceramic","Peter Grave","World Wide First, Paris","A Ship","3","Frank Goddio","c. 1500","","UNE 943","sherd","none","3","198.61","1588.32","68.11","66.56","16855.22","53.65","6.23","10251.78","25.19","33.47","9717.21","1102.67","25.87","12.34","31.63","6671.14","114.87","3.17","74.38",""
"http://opencontext.org/subjects/1D91B301-C021-4545-BB93-B64B0C29F3B4","http://n2t.net/ark:/28722/k2dn44693","UNE 946","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Lina Shoal (Reef) junk","","http://opencontext.org/subjects/2883F5AD-9FA2-49F2-E640-68AC5D08EB8B","12.452669","119.767456","1500","1500","Pottery","2013-03-07T00:00:00Z","2017-02-12T13:58:02Z","ceramic","Peter Grave","World Wide First, Paris","A Ship","3","Frank Goddio","c. 1500","","UNE 946","sherd","none","3","208.33","1199.06","55.5","50.64","14889.85","49.15","6.04","10801.8","23.76","35.92","5818.25","872.52","22.16","11.28","30.5","6245.12","104.15","2.59","69.35",""
"http://opencontext.org/subjects/99D4428A-9C5F-4814-9F78-AEC36D1E4270","http://n2t.net/ark:/28722/k2mk65c29","UNE 944","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Lina Shoal (Reef) junk","","http://opencontext.org/subjects/2883F5AD-9FA2-49F2-E640-68AC5D08EB8B","12.452669","119.767456","1500","1500","Pottery","2013-03-07T00:00:00Z","2017-02-09T06:57:55Z","ceramic","Peter Grave","World Wide First, Paris","A Ship","3","Frank Goddio","c. 1500","","UNE 944","sherd","none","3","206.89","1561.08","65.05","78.15","16987.1","55.94","6.54","10617.8","26.81","37.28","10177.85","1141.14","28.24","12.79","32.27","7220.95","122.37","3.08","99.35",""
"http://opencontext.org/subjects/C2AA47C6-BC5F-4070-280A-696F7F3E12A2","http://n2t.net/ark:/28722/k26m33693","UNE 798","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-11T21:49:38Z","ceramic","Peter Grave","Western Australian Maritime Museum","A Ship","4","Jeremy Green","1629","body","UNE 798","sherd body","BAT 608","4","357.01","4295.76","75.4","64.27","37047.41","14.83","5.72","11213.62","52.04","43.74","5831.44","2226.41","50.95","17.65","50.36","6448.63","90.23","3.61","91.68",""
"http://opencontext.org/subjects/8532BA3B-D8A3-4EF0-12FD-B326B12A972F","http://n2t.net/ark:/28722/k2z60c543","UNE 802","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-13T08:36:40Z","ceramic","Peter Grave","Western Australian Maritime Museum","A Ship","4","Jeremy Green","1629","rim","UNE 802","sherd rim","BAT 20330","4","338.62","6488.5","78.53","32.76","29715.38","11.94","6.33","11780.52","43.06","43.36","12273.49","2115.45","39.74","15.48","84.91","5329.74","90.02","3.33","71.16",""
"http://opencontext.org/subjects/6D7A5B21-EB0E-49F4-9EF9-60FF60C6D314","http://n2t.net/ark:/28722/k2r78b12f","UNE 803","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-09T21:38:32Z","ceramic","Peter Grave","Western Australian Maritime Museum","A Ship","4","Jeremy Green","1629","rim","UNE 803","sherd rim","BAT 20330","4","328.05","6195.87","63.56","31.47","29194.43","12","4.82","12216.72","43.69","44.29","11458.18","2066.74","40.59","15.13","90.14","5308.57","91.17","3.09","125.94",""
"http://opencontext.org/subjects/1099606A-0304-4361-31A7-7A3392954F35","http://n2t.net/ark:/28722/k2ng4n37f","UNE 792","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-11T15:55:35Z","ceramic","Peter Grave","Western Australian Maritime Museum","B","5.1","Jeremy Green","1629","body","UNE 792","sherd body","BAT 2027","5.1","261.88","19625.88","64.21","24.61","29703.2","8.21","2.76","13156.61","38.14","67.65","34479.08","3473.34","51.4","12.37","373.84","4228.8","134.85","2.67","92.44",""
"http://opencontext.org/subjects/33CA0A16-B6DB-4EBF-AF26-BA953AE28D73","http://n2t.net/ark:/28722/k27945554","UNE 811","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-11T01:55:36Z","ceramic","Peter Grave","Western Australian Maritime Museum","B","5.1","Jeremy Green","1629","body","UNE 811","sherd body","BAT 2577","5.1","255.17","17172.03","72.78","43.61","22276.62","15.53","2.79","12276.15","46.81","75.67","31595.07","3598.54","47.59","17.31","365.03","6441.14","103.52","2.66","35.76",""
"http://opencontext.org/subjects/DE71D8F7-9210-46CC-0E44-F39FEBFDD54D","http://n2t.net/ark:/28722/k2f47gx7z","UNE 810","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-11T19:53:31Z","ceramic","Peter Grave","Western Australian Maritime Museum","B","5.1","Jeremy Green","1629","body","UNE 810","sherd body","BAT 2577","5.1","187.1","42328.1","52.06","29.38","35944.52","8.59","2.78","17488.85","15.89","26.94","19393.37","4637.13","44.37","12.97","380.89","4192.77","123.72","1.75","123.46",""
"http://opencontext.org/subjects/CF425633-E237-4796-D580-862E7E931BE5","http://n2t.net/ark:/28722/k2jw86r2w","UNE 808","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-13T14:44:54Z","ceramic","Peter Grave","Western Australian Maritime Museum","B","5.1","Jeremy Green","1629","body","UNE 808","sherd body","BAT 2577","5.1","211.54","47534.2","52.27","25.91","33846.75","10.06","2.19","17512.29","16.7","24.36","20068.66","4350.6","42.44","12.52","424.45","4065.15","113.56","1.78","114.08",""
"http://opencontext.org/subjects/219F5D13-D5B4-41FD-A718-E10D9BF25C6C","http://n2t.net/ark:/28722/k23j3fc2g","UNE 813","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-11T21:33:07Z","ceramic","Peter Grave","Western Australian Maritime Museum","B","5.1","Jeremy Green","1629","body","UNE 813","sherd body","BAT 2577","5.1","222.16","17142.62","52.8","10.27","24291.17","6.77","1.96","15382.49","29.73","30.72","9667.77","5483.96","25.14","7.82","242.93","3670.19","62.04","2.11","79.65",""
"http://opencontext.org/subjects/76DBA509-676A-49C8-EE98-6FDA14CD7DBD","http://n2t.net/ark:/28722/k2vd6p79j","UNE 788","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-11T22:23:38Z","ceramic","Peter Grave","Western Australian Maritime Museum","B","5.1","Jeremy Green","1629","body","UNE 788","sherd body","BAT 2105","5.1","183.04","51600.88","29.6","33.26","32145.31","11.61","0.88","17180.8","9.63","33.08","25275.38","3613.28","39.52","10.76","539.01","3854.44","103.82","1.4","82.61",""
"http://opencontext.org/subjects/CFA00ADC-987B-4750-C34A-BB4752D688D4","http://n2t.net/ark:/28722/k29c6s437","UNE 812","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-11T22:21:03Z","ceramic","Peter Grave","Western Australian Maritime Museum","B","5.1","Jeremy Green","1629","body","UNE 812","sherd body","BAT 2577","5.1","219.05","20147.2","56.86","9.27","29324.73","9.55","3.13","15191.5","29.76","30.55","11071.72","5470.02","28.29","8.58","142.12","3771.58","77.45","2.38","83.79",""
"http://opencontext.org/subjects/713E4A04-4D4D-42C7-789B-E744289CB6C2","http://n2t.net/ark:/28722/k2hq3x94s","UNE 790","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-13T07:06:30Z","ceramic","Peter Grave","Western Australian Maritime Museum","B","5.1","Jeremy Green","1629","body","UNE 790","sherd body","BAT 591","5.1","217.68","47712.01","35.68","30.58","34814.74","11.63","1.51","15782.76","11.74","34.38","21962.56","6856.26","43.47","12.75","335.09","4105.97","112.74","1.72","107.78",""
"http://opencontext.org/subjects/4ADF944F-0055-498A-B22D-B7101457F733","http://n2t.net/ark:/28722/k2891628t","UNE 795","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-11T22:18:44Z","ceramic","Peter Grave","Western Australian Maritime Museum","B","5.1","Jeremy Green","1629","body","UNE 795","sherd body","BAT 595","5.1","163.04","52331.41","24.16","27.58","32742.49","7.85","1.74","17518.53","9.88","30.16","23467.22","5169.19","39.96","10.42","420.61","3737.22","98.71","1.4","79.52",""
"http://opencontext.org/subjects/110EE802-0C5A-4CF9-376D-7F4EEF731CD1","http://n2t.net/ark:/28722/k2mw28j1w","UNE 776","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-11T02:04:28Z","ceramic","Peter Grave","Western Australian Maritime Museum","A Ship","4","Jeremy Green","1629","body","UNE 776","sherd body","BAT","4","337.01","5982.05","72.32","32.73","30566.12","12.65","3.99","11222.1","45.72","41.02","12698.46","2009.86","40.65","15.44","90.1","5450.01","88.63","3.41","74.22",""
"http://opencontext.org/subjects/70FFB954-9309-4EF6-F5CD-855A663BAC72","http://n2t.net/ark:/28722/k27m0438v","UNE 780","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-12T12:15:37Z","ceramic","Peter Grave","Western Australian Maritime Museum","A Ship","4","Jeremy Green","1629","body","UNE 780","sherd body","BAT","4","314.25","8261.98","69.14","40.28","29775.61","13.77","4.63","10827.47","41.16","38.3","11482.51","2288.57","41.72","15.54","108.15","5441.87","88.26","3.24","76.23",""
"http://opencontext.org/subjects/CEEA794A-3F0F-4063-2B4B-8F1607C651F2","http://n2t.net/ark:/28722/k2c24qr4q","UNE 949","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","Santa Cruz junk","","http://opencontext.org/subjects/2B81B7B7-B1E2-4C7D-15CF-904B765F3C11","16.488765","119.893799","1500","1500","Pottery","2013-03-07T00:00:00Z","2017-02-11T06:31:41Z","ceramic","Peter Grave","World Wide First, Paris","A Ship","4","Frank Goddio","c. 1500","mouth, neck","UNE 949","sherd","none","4","373.8","3881.22","73.3","22.72","28249.28","41.16","5.33","13438.3","30.1","38.01","3694.08","2184.21","34.62","15.29","47.36","5051.79","87.77","3.46","67.34",""
"http://opencontext.org/subjects/B640A793-972C-45A6-6790-53F976EB426E","http://n2t.net/ark:/28722/k2b27pv30","UNE 995","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Indian Ocean","Geunieerde Provinvien and Banda","","http://opencontext.org/subjects/185E0FAB-2553-41F1-F967-E3AD7FFB5F96","-10.37166","56.670227","1615","1615","Pottery","2013-03-07T00:00:00Z","2017-02-10T11:44:43Z","ceramic","Peter Grave","Donor Unknown","A Ship","1.3","","1615","rim, neck","UNE 995","sherd","1035","1.3","505.6","1646.5","98.9","3.03","16804.8","27.44","5.24","31273.57","48.32","22.99","2374.7","4624.26","4.69","10.67","51.66","3778.27","47.82","3.99","87.31",""
"http://opencontext.org/subjects/E9870BE9-3C56-4BCB-5889-55243FC6C9B6","http://n2t.net/ark:/28722/k25m62b0z","UNE 814","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-09T18:14:27Z","ceramic","Peter Grave","Western Australian Maritime Museum","B","5.1","Jeremy Green","1629","rim","UNE 814","sherd rim","BAT 618","5.1","233.52","42367.03","40.27","32.77","64911.17","10.72","3.48","15360.75","15.94","37.25","18953.87","6808.14","39.69","12.01","312.36","3893.4","108.11","2.01","86.47",""
"http://opencontext.org/subjects/7FDF3D69-616F-44C9-FD19-89ACA343173B","http://n2t.net/ark:/28722/k27m08b37","UNE 1010","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Indian Ocean","Geunieerde Provinvien and Banda","","http://opencontext.org/subjects/185E0FAB-2553-41F1-F967-E3AD7FFB5F96","-10.37166","56.670227","1615","1615","Pottery","2013-03-07T00:00:00Z","2017-02-11T18:45:27Z","ceramic","Peter Grave","Donor Unknown","A Ship","5.1","","1615","body","UNE 1010","sherd","1050","3","231.99","2239.82","82.66","3.92","9105.99","47.3","4.62","10800.89","37.19","41.72","8549.13","1815.51","17.06","12.35","88.12","9101.87","137.01","2.77","55.6",""
"http://opencontext.org/subjects/A5F80DC7-97D6-4928-3E3C-06A5B83C229D","http://n2t.net/ark:/28722/k25d8sr92","UNE 781","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Australia","Batavia","","http://opencontext.org/subjects/D97BF81D-8ED2-419B-5C9B-DEB6B1C92E87","-28.584522","113.687897","1629","1629","Pottery","2013-03-07T00:00:00Z","2017-02-12T14:06:19Z","ceramic","Peter Grave","Western Australian Maritime Museum","B","5.1","Jeremy Green","1629","body","UNE 781","sherd body","BAT","5.1","245.27","44184.14","50.39","30.41","32467.81","10.62","2.48","16260.95","25.2","25.5","30448.6","3271.26","38.96","10.88","263.35","3914.82","102.21","1.95","113.96",""
"http://opencontext.org/subjects/0B130C48-FE1C-4A88-A36A-9364257BA752","http://n2t.net/ark:/28722/k2kd1qp40","UNE 952","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","San Diego","","http://opencontext.org/subjects/2D733C71-AABC-4ED8-4ADB-9C1E18217D86","13.539201","121.168213","1600","1600","Pottery","2013-03-07T00:00:00Z","2017-02-11T00:06:58Z","ceramic","Peter Grave","National Museum of the Philippines","A Ship","2","Eusebio Dizon","1600","body","UNE 952","sherd","none","2","285.71","2265.31","81.22","14.72","25508.98","37.65","8.46","15657.52","39.99","32.89","3961.08","2147.82","14.26","11.49","53.51","4276.82","66.85","2.98","92.2",""
"http://opencontext.org/subjects/25B721FB-516A-465D-3EAB-63C659C5007B","http://n2t.net/ark:/28722/k29k4b46m","UNE 957","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Philippines","San Diego","","http://opencontext.org/subjects/2D733C71-AABC-4ED8-4ADB-9C1E18217D86","13.539201","121.168213","1600","1600","Pottery","2013-03-07T00:00:00Z","2017-02-10T23:43:07Z","ceramic","Peter Grave","National Museum of the Philippines","A Ship","2","Eusebio Dizon","1600","body","UNE 957","sherd","none","2","275.33","1679.01","74.83","11.5","23305.56","36.24","8.07","15558.69","36.25","31.46","3176.16","1893.68","15.35","11.33","44.79","4331.1","65.54","2.7","87.96",""
"http://opencontext.org/subjects/EF6B730F-E96C-4A83-727E-5F3CD91EE407","http://n2t.net/ark:/28722/k2pc2tc83","UNE 1007","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Indian Ocean","Geunieerde Provinvien and Banda","","http://opencontext.org/subjects/185E0FAB-2553-41F1-F967-E3AD7FFB5F96","-10.37166","56.670227","1615","1615","Pottery","2013-03-07T00:00:00Z","2017-02-11T00:06:53Z","ceramic","Peter Grave","Donor Unknown","A Ship","3","","1615","body","UNE 1007","sherd","1047","3","295.02","3710.14","76.83","11.55","16307.85","40.41","4.71","14312.34","37.15","51.33","10527.01","1097.34","28.34","12.25","82.61","6858.3","98.94","3.11","72.82",""
"http://opencontext.org/subjects/1F90E536-BC4A-4758-6B17-69BB80E7EDA9","http://n2t.net/ark:/28722/k2xw48056","UNE 1000","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Indian Ocean","Geunieerde Provinvien and Banda","","http://opencontext.org/subjects/185E0FAB-2553-41F1-F967-E3AD7FFB5F96","-10.37166","56.670227","1615","1615","Pottery","2013-03-07T00:00:00Z","2017-02-09T03:03:48Z","ceramic","Peter Grave","Donor Unknown","A Ship","3","","1615","body","UNE 1000","sherd","1040","3","292.39","1417.18","74.75","14.22","14838.78","39.09","5.17","14969.98","34.26","64.33","3377.97","848.39","27.74","14.18","34.67","6527.94","110.27","2.63","73.69",""
"http://opencontext.org/subjects/03BD4C7C-7CDF-4BFF-9321-5A36E2D2E73F","http://n2t.net/ark:/28722/k2tb1364r","UNE 964","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","South Atlantic Ocean","Witte Leeuw","","http://opencontext.org/subjects/880D2522-9955-4157-FF88-DC1B42399BBE","-15.538376","-5.471191","1613","1613","Pottery","2013-03-07T00:00:00Z","2017-02-11T20:35:26Z","ceramic","Peter Grave","Donor Unknown","A Ship","3","","1613","body","UNE 964","sherd","2nd type from 963","3","301.9","3022.61","82.96","14.37","15445.99","40.18","4.94","15032.72","33.16","58.68","3980.73","1569.93","28.49","12.82","49.14","6652.21","111.03","3.03","76.13",""
"http://opencontext.org/subjects/70B4FA08-33EE-4894-D2DE-CA0639B1FC66","http://n2t.net/ark:/28722/k2rx97r0x","UNE 985","Asian Stoneware Jars","http://opencontext.org/projects/4B16F48E-6F5D-41E0-F568-FCE64BE6D3FA","Indian Ocean","Geunieerde Provinvien and Banda","","http://opencontext.org/subjects/185E0FAB-2553-41F1-F967-E3AD7FFB5F96","-10.37166","56.670227","1615","1615","Pottery","2013-03-07T00:00:00Z","2017-02-11T19:40:46Z","ceramic","Peter Grave","Donor Unknown","A Ship","3","","1615","body","UNE 985","sherd","1025","3","292.87","2464.67","78.13","14.69","14441.31","38.61","4.91","14158.08","37.96","63.53","7202.8","1146.55","25.97","13.65","51.95","6397.34","101.4","2.93","70.79",""
